,Unnamed: 0,Unnamed: 0.1,name,file_name,price,sell,time,url
0,0,1,코렐코디네이츠 씨드 부부수저 선물 세트,코렐코디네이츠 씨드 부부수저 선물 세트,"
36,590원
","1,830원
",2022-08-24 11:43:51.313854,https://www.coupang.com/vp/products/4542458578?itemId=5500064204&vendorItemId=70576272785&q=spoon&itemsCount=36&searchId=e300967550d0408991c1ae26ca0feda3&rank=2&isAddedCart=
